,car_name,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,car_prices_in_dollar,car_nick_name,price_class
660,MG Hector Sharp DCT,28000,Petrol,Automatic,1,2019,1497,5,19255.159,MG,low-class
661,Honda City 1.5 S AT,69000,Petrol,Automatic,1,2009,2967,5,3440.577,Honda,low-class
662,Audi Q7 45 TDI Quattro Technology,75000,Diesel,Automatic,1,2016,1498,7,56135.73,Audi,low-class
663,Volkswagen Polo 1.5 TDI Comfortline,71033,Diesel,Manual,2,2014,1248,5,4744.3746,Volkswagen,low-class
664,Maruti Swift Vdi BSIII,92860,Diesel,Manual,1,2008,1995,5,2402.3678,Maruti,low-class
665,BMW 3 Series 320d Sport Line,48000,Diesel,Automatic,1,2013,2967,5,18047.939,BMW,low-class
666,Audi Q7 3.0 TDI Quattro Premium Plus,76000,Diesel,Automatic,1,2013,1199,7,27162.45,Audi,low-class
667,Tata Nexon XZA Plus (O) AMT,26000,Petrol,Automatic,1,2020,1373,5,13460.503,Tata,low-class
668,Maruti Ertiga BSIV VXI,23000,Petrol,Manual,1,2016,1497,7,8438.4678,Maruti,low-class
669,Honda City E,77132,Petrol,Manual,1,2012,1498,5,3621.66,Honda,low-class
670,Skoda Rapid 1.5 TDI AT Elegance Plus,52000,Diesel,Automatic,2,2015,1197,5,6941.515,Skoda,low-class
671,Hyundai Grand i10 Sportz,30000,Petrol,Manual,1,2016,2179,5,5734.295,Hyundai,low-class
672,Mahindra Scorpio S10 7 Seater,58000,Diesel,Manual,1,2016,1896,7,12494.726999999999,Mahindra,low-class
673,Skoda New Laura L and K AT,118971,Diesel,Automatic,2,2008,1197,5,1629.747,Skoda,low-class
674,Volkswagen Vento 1.2 TSI Comfortline AT,51000,Petrol,Automatic,1,2016,1298,5,7533.0528,Volkswagen,low-class
676,Honda City EXi,103000,Petrol,Manual,3,2008,1197,5,1991.913,Honda,low-class
677,Toyota Etios Liva G,48150,Petrol,Manual,1,2014,1995,5,4213.1978,Toyota,low-class
678,BMW 3 Series 320d,65000,Diesel,Automatic,1,2017,1298,5,24748.010000000002,BMW,low-class
679,Maruti Swift 1.3 VXi,78598,Petrol,Manual,3,2008,1197,5,1871.191,Maruti,low-class
680,Maruti Swift Dzire VXI,53633,Petrol,Manual,1,2016,1796,5,6217.183000000001,Maruti,low-class
681,Mercedes-Benz E-Class E 200 CGI Avantgarde,60000,Petrol,Automatic,1,2013,1498,5,18241.0942,Mercedes-Benz,low-class
682,Honda City ZX CVT,6701,Petrol,Automatic,1,2021,1591,5,17987.578,Honda,low-class
683,Hyundai Creta 1.6 VTVT SX Plus,36000,Petrol,Manual,1,2017,2982,5,12011.839,Hyundai,low-class
684,Toyota Fortuner 4x2 AT,63000,Diesel,Automatic,1,2015,1798,7,23540.79,Toyota,low-class
685,Toyota Corolla Altis 1.8 G CVT,70000,Petrol,Automatic,1,2017,1598,5,12072.2,Toyota,low-class
686,Volkswagen Vento Petrol Highline AT,71760,Petrol,Automatic,1,2010,998,5,3295.7106,Volkswagen,low-class
687,Maruti Zen Estilo LXI BS IV,41000,Petrol,Manual,1,2008,1968,5,1750.469,Maruti,low-class
688,Skoda Octavia Elegance 2.0 TDI AT,84612,Diesel,Automatic,1,2014,2143,5,11021.9186,Skoda,low-class
689,Mercedes-Benz E-Class E250 CDI Avantgarde,70000,Diesel,Automatic,1,2015,1248,5,22514.653,Mercedes-Benz,low-class
690,Maruti Ciaz VDI SHVS,124183,Diesel,Manual,1,2017,1493,5,7158.8146,Maruti,low-class
691,Mahindra TUV 300 T8,33647,Diesel,Manual,1,2015,1248,7,9235.233,Mahindra,low-class
692,Maruti Swift VDI BSIV,96000,Diesel,Manual,2,2014,2143,5,5251.406999999999,Maruti,low-class
693,Mercedes-Benz C-Class C 220 CDI Avantgarde,42000,Diesel,Automatic,1,2017,1451,5,35311.185,Mercedes-Benz,low-class
694,MG Hector Sharp DCT,12800,Petrol,Automatic,1,2020,1197,5,20824.545000000002,MG,low-class
695,Hyundai i10 Magna,72504,Petrol,Manual,2,2009,998,5,2426.5121999999997,Hyundai,low-class
696,Maruti Wagon R LXI CNG,47756,Cng,Manual,1,2016,4461,5,4116.6202,Maruti,low-class
697,Toyota Land Cruiser VX,21000,Diesel,Automatic,1,2018,998,7,114685.90000000001,Toyota,low-class
698,Maruti Celerio VXI,80425,Petrol,Manual,1,2015,796,5,4708.158,Maruti,low-class
699,Maruti Alto LXi,41643,Petrol,Manual,1,2008,1591,5,1690.108,Maruti,low-class
700,Hyundai Verna 1.6 SX VTVT,37125,Petrol,Manual,1,2011,1497,5,4527.075,Hyundai,low-class
701,Honda City i VTEC V,34511,Petrol,Manual,2,2015,1591,5,6881.154,Honda,low-class
702,Hyundai Verna 1.6 SX VTVT,87013,Petrol,Manual,3,2013,1497,5,4249.414400000001,Hyundai,low-class
703,Honda City 1.5 S MT,149232,Petrol,Manual,1,2010,1598,5,3271.5662,Honda,low-class
704,Volkswagen Vento Petrol Highline,82145,Petrol,Manual,3,2012,2184,5,3066.3388,Volkswagen,low-class
705,Mahindra Thar AX Opt 4-Str Convert Top Diesel,28000,Diesel,Manual,1,2020,1364,4,18651.549,Mahindra,low-class
706,Toyota Etios Liva GD,75805,Diesel,Manual,1,2011,1199,5,3404.3604,Toyota,low-class
707,Tata Nexon XZA Plus (O) AMT,13093,Petrol,Automatic,1,2022,1497,5,14667.723,Tata,low-class
708,Honda City i VTEC S,47330,Petrol,Manual,1,2013,1498,5,4816.8078000000005,Honda,low-class
709,Renault Duster Petrol RXS CVT,21000,Petrol,Automatic,1,2018,2755,5,10635.6082,Renault,low-class
710,Toyota Fortuner 2.8 2WD AT,59000,Diesel,Automatic,2,2017,1199,7,35359.4738,Toyota,low-class
711,Honda Jazz 1.2 VX i VTEC,48230,Petrol,Manual,1,2017,998,5,6639.71,Honda,low-class
712,Maruti Wagon R VXI,69240,Petrol,Manual,1,2013,2184,5,3802.743,Maruti,low-class
713,Mahindra Thar LX 4-Str Convert Top Diesel AT,18000,Diesel,Automatic,1,2021,1497,4,21005.627999999997,Mahindra,low-class
714,Honda City i VTEC CVT VX,79000,Petrol,Automatic,1,2014,1798,5,7182.959000000001,Honda,low-class
715,Toyota Corolla Altis G,109100,Petrol,Manual,2,2011,1373,5,4225.27,Toyota,low-class
716,Maruti Ertiga BSIV VXI,33000,Petrol,Manual,1,2016,1197,7,8269.457,Maruti,low-class
717,Hyundai i20 Asta Opt,900,Petrol,Manual,1,2022,1591,5,12072.2,Hyundai,low-class
718,Hyundai Creta 1.6 VTVT S,49000,Petrol,Manual,1,2016,1497,5,9235.233,Hyundai,low-class
719,Honda City i VTEC V,55000,Petrol,Manual,1,2015,998,5,7001.876,Honda,low-class
720,Maruti Baleno RS 1.0 Petrol,17700,Petrol,Manual,2,2017,3956,5,7677.9192,Maruti,low-class
721,Toyota prado VX A/T,90000,Petrol,Automatic,3,2007,1061,8,16297.470000000001,Toyota,low-class
722,Maruti Wagon R LXI DUO BSIII,55700,Lpg,Manual,3,2009,1799,5,2172.996,Maruti,low-class
723,Honda Civic 1.8 V AT,102000,Petrol,Automatic,2,2009,1497,5,2402.3678,Honda,low-class
724,Honda City 1.5 V MT,101000,Petrol,Manual,1,2010,1995,5,3319.855,Honda,low-class
725,BMW 5 Series 520d Luxury Line,72000,Diesel,Automatic,1,2015,1197,5,26558.84,BMW,low-class
726,Hyundai Grand i10 Nios AMT Sportz,39000,Petrol,Automatic,1,2020,998,5,8148.735000000001,Hyundai,low-class
727,Maruti Wagon R CNG LXI,72000,Cng,Manual,1,2015,1298,5,4647.7970000000005,Maruti,low-class
728,Maruti Swift Dzire VXi,91717,Petrol,Manual,2,2009,1197,5,2293.718,Maruti,low-class
729,Maruti Wagon R VXI 1.2,60000,Petrol,Manual,1,2015,1197,5,3995.8982,Maruti,low-class
730,Maruti Swift VXI,61828,Petrol,Manual,1,2013,998,5,3826.8874,Maruti,low-class
731,Maruti Wagon R LXI BS IV,98554,Petrol,Manual,1,2012,1373,5,2873.1836,Maruti,low-class
732,Maruti Ertiga ZXI,112696,Petrol,Manual,2,2013,1968,7,5577.356400000001,Maruti,low-class
733,Audi A3 35 TDI Premium,11000,Diesel,Automatic,1,2017,1086,5,35612.99,Audi,low-class
735,BMW 7 Series 730Ld,9329,Diesel,Automatic,1,2013,1498,5,29190.5796,BMW,low-class
736,Skoda Rapid 1.5 TDI Style BSIV,64419,Diesel,Manual,1,2017,2987,5,8040.0852,Skoda,low-class
737,Mercedes-Benz M-Class ML 350 4Matic,68000,Diesel,Automatic,1,2013,1248,5,32281.0628,Mercedes-Benz,low-class
738,Maruti Swift Dzire VDI,91892,Diesel,Manual,1,2016,1197,5,6796.6486,Maruti,low-class
739,Hyundai i20 Asta 1.2,50827,Petrol,Manual,2,2015,1197,5,5782.5838,Hyundai,low-class
740,Maruti Baleno 1.2 Alpha,69167,Petrol,Manual,1,2015,1995,5,6675.926600000001,Maruti,low-class
741,BMW 5 Series 520d Luxury Line,7000,Diesel,Automatic,1,2021,998,5,79374.715,BMW,low-class
742,Maruti Wagon R LXI CNG,25000,Cng,Manual,2,2018,995,5,4828.88,Maruti,low-class
744,Kia Seltos HTE D,35343,Diesel,Manual,1,2021,1995,5,14269.340400000001,Kia,low-class
745,BMW 5 Series 520d Modern Line,41000,Diesel,Automatic,1,2017,998,5,35612.99,BMW,low-class
746,Maruti Wagon R VXI BS IV,100527,Petrol,Manual,1,2012,0,5,2849.0391999999997,Maruti,low-class
747,Tata Nexon EV Prime XZ Plus,54239,Electric,Automatic,1,2020,799,5,4430.4974,Tata,low-class
748,Renault KWID RXT Optional,26457,Petrol,Manual,3,2018,2967,5,3778.5986,Renault,low-class
749,Audi Q7 3.0 TDI Quattro Premium Plus,97000,Diesel,Automatic,2,2014,1373,7,26244.962799999998,Audi,low-class
750,Maruti Ertiga VXI CNG,67231,Cng,Manual,1,2014,1061,7,5867.0892,Maruti,low-class
751,Maruti Wagon R LXI Minor Duo LPG,74228,Lpg,Manual,1,2008,998,5,1460.7362,Maruti,low-class
752,Maruti Celerio VXI CNG Optional BSIV,55362,Cng,Manual,1,2017,1582,5,5444.5622,Maruti,low-class
753,Hyundai Creta 1.6 CRDi AT SX Plus,58000,Diesel,Automatic,1,2015,1197,5,11359.940200000001,Hyundai,low-class
754,Hyundai i10 Magna AT,80896,Petrol,Automatic,3,2010,2184,5,2160.9238,Hyundai,low-class
755,Mahindra Thar LX 4-Str Hard Top Diesel,36398,Diesel,Manual,1,2021,998,4,21428.155,Mahindra,low-class
756,Maruti Wagon R LXI CNG,50227,Cng,Manual,1,2014,2755,5,4527.075,Maruti,low-class
757,Toyota Fortuner Legender 4x4 AT,31000,Diesel,Automatic,1,2021,1197,7,53660.929000000004,Toyota,low-class
758,Maruti Baleno 1.2 Alpha,17359,Petrol,Manual,1,2016,999,5,8390.179,Maruti,low-class
759,Skoda Slavia 1.0 TSI Ambition,2263,Petrol,Manual,1,2022,1497,5,15331.694,Skoda,low-class
760,Honda City i VTEC CVT VX,81437,Petrol,Automatic,1,2014,2179,5,8028.013000000001,Honda,low-class
761,Jaguar XF 2.2 Litre Luxury,34000,Diesel,Automatic,1,2016,2143,5,29866.622799999997,Jaguar,low-class
762,Mercedes-Benz E-Class E250 CDI Avantgrade,80228,Diesel,Automatic,2,2014,1498,5,23238.985,Mercedes-Benz,low-class
763,Honda City i DTec V,65911,Diesel,Manual,1,2016,1197,5,8631.623000000001,Honda,low-class
764,Hyundai i20 Petrol CVT Asta,39898,Petrol,Automatic,1,2018,2995,5,9597.399000000001,Hyundai,low-class
765,Audi S5 3.0 TFSIq Tiptronic,11000,Petrol,Automatic,1,2018,1498,4,78469.3,Audi,low-class
766,Mahindra Bolero B4,25000,Diesel,Manual,1,2020,1197,7,9657.76,Mahindra,low-class
767,Maruti Swift VXI,10218,Petrol,Manual,1,2019,1497,5,8148.735000000001,Maruti,low-class
768,Honda City 1.5 S AT,88119,Petrol,Automatic,2,2009,1968,5,3682.0209999999997,Honda,low-class
769,Audi A6 35 TDI,64000,Diesel,Automatic,2,2017,1462,5,26377.757,Audi,low-class
770,Maruti Vitara Brezza ZXI Plus,14572,Petrol,Manual,1,2021,1461,5,12168.777600000001,Maruti,low-class
771,Nissan Sunny Diesel XL,66512,Diesel,Manual,2,2014,1591,5,5082.3962,Nissan,low-class
772,Hyundai Verna 1.6 SX VTVT (O) AT,66357,Petrol,Automatic,2,2014,2967,5,6820.793000000001,Hyundai,low-class
773,Audi A6 3.0 TDI Quattro Premium Plus,60000,Diesel,Automatic,3,2012,2494,5,14064.113000000001,Audi,low-class
774,Toyota Innova 2.5 G4 Diesel 8-seater,91865,Diesel,Manual,1,2011,1493,8,6832.8652,Toyota,low-class
775,Kia Seltos HTX Plus D,31409,Diesel,Manual,1,2020,1586,5,21548.877,Kia,low-class
776,Maruti SX4 Vxi BSIV,76247,Petrol,Manual,1,2010,1950,5,2957.6890000000003,Maruti,low-class
777,Mercedes-Benz C-Class Progressive C 200,52000,Petrol,Automatic,1,2016,1497,5,23069.9742,Mercedes-Benz,low-class
778,Honda City V MT,48267,Petrol,Manual,1,2011,1497,5,4358.0642,Honda,low-class
779,Honda City i VTEC CVT VX,31441,Petrol,Automatic,1,2017,1396,5,11408.229,Honda,low-class
780,Hyundai i20 1.4 CRDi Asta,59564,Diesel,Manual,1,2011,2354,5,4406.353,Hyundai,low-class
781,Honda CR-V 2.4L 4WD AT,80000,Petrol,Automatic,2,2014,1586,5,10140.648000000001,Honda,low-class
782,Maruti SX4 ZXI MT BSIV,65115,Petrol,Manual,2,2010,1199,5,3440.577,Maruti,low-class
783,Honda Jazz 1.2 SV i VTEC,46149,Petrol,Manual,2,2015,1497,5,5613.573,Honda,low-class
784,Honda City V MT,65598,Petrol,Manual,1,2010,2143,5,3875.1762,Honda,low-class
785,Mercedes-Benz GLC 220d 4MATIC Sport,72000,Diesel,Automatic,2,2018,1461,5,43158.115,Mercedes-Benz,low-class
786,Renault Duster 110PS Diesel RxL,72350,Diesel,Manual,1,2014,1197,5,6820.793000000001,Renault,low-class
787,Maruti Baleno 1.2 Zeta,18959,Petrol,Manual,1,2018,1497,5,8752.345,Maruti,low-class
788,Honda City V MT,80078,Petrol,Manual,1,2013,1968,5,5082.3962,Honda,low-class
789,Volkswagen Passat Diesel Highline 2.0 TDI,58000,Diesel,Automatic,2,2011,1591,5,7846.93,Volkswagen,low-class
790,Hyundai Verna 1.6 VTVT S,49613,Petrol,Manual,1,2017,1461,5,7834.857800000001,Hyundai,low-class
791,Renault Duster 85PS Diesel RxS,80002,Diesel,Manual,1,2019,1330,5,10019.926000000001,Renault,low-class
792,Nissan Kicks 1.3 Turbo XV,16194,Petrol,Manual,1,2020,1497,5,11830.756000000001,Nissan,low-class
793,Honda City ZX CVT,55617,Petrol,Automatic,1,2020,1497,5,14909.167,Honda,low-class
794,Honda City i-VTEC VX,38409,Petrol,Manual,1,2019,1198,5,11347.868,Honda,low-class
795,Honda Brio VX AT,68045,Petrol,Automatic,1,2014,1462,5,3923.465,Honda,low-class
796,Maruti Ciaz Alpha BSIV,7342,Petrol,Manual,1,2019,1497,5,11178.8572,Maruti,low-class
797,Honda City i-VTEC CVT ZX,27914,Petrol,Automatic,1,2017,998,5,11408.229,Honda,low-class
798,Hyundai Venue SX Plus Turbo DCT,8639,Petrol,Automatic,1,2021,998,5,15210.972,Hyundai,low-class
799,Hyundai Venue SX Plus Turbo DCT,11069,Petrol,Automatic,1,2021,1497,5,14305.557,Hyundai,low-class
800,Honda City i-VTEC CVT ZX,73971,Petrol,Automatic,1,2018,1199,5,11697.9618,Honda,low-class
801,Honda Jazz 1.2 V i VTEC,70379,Petrol,Manual,1,2017,998,5,6217.183000000001,Honda,low-class
802,Hyundai Venue SX Turbo,19108,Petrol,Manual,1,2021,1591,5,12060.1278,Hyundai,low-class
803,Hyundai Verna VTVT 1.6 SX,37842,Petrol,Manual,1,2018,2494,5,10852.9078,Hyundai,low-class
804,Toyota Innova 2.5 EV Diesel MS 7 Str BSIII,120000,Diesel,Manual,1,2007,1950,7,2716.245,Toyota,low-class
805,Mercedes-Benz GLC 220d 4MATIC,24000,Diesel,Automatic,1,2020,1956,5,68207.93000000001,Mercedes-Benz,low-class
806,Jeep Compass 2.0 Limited 4X4 Opt Diesel AT,35500,Diesel,Automatic,2,2021,1991,5,30180.5,Jeep,low-class
807,Mercedes-Benz GLC 200,15000,Petrol,Automatic,1,2021,1997,5,73640.42,Mercedes-Benz,low-class
808,Jaguar F-Pace 2.0 R-Dynamic S Diesel,9900,Diesel,Automatic,1,2021,1998,5,89334.28,Jaguar,low-class
809,BMW X4 xDrive30i M Sport Silver Shadow Edition,7600,Petrol,Automatic,1,2022,1497,5,89937.89,BMW,low-class
810,Honda City i-VTEC CVT ZX,57826,Petrol,Automatic,2,2017,1497,5,10744.258,Honda,low-class
811,Tata Nexon 1.5 Revotorq XM,91216,Diesel,Manual,1,2017,998,5,7545.125,Tata,low-class
812,Hyundai Venue SX Turbo,13731,Petrol,Manual,1,2021,1497,5,12060.1278,Hyundai,low-class
813,Honda City i-VTEC V,60477,Petrol,Manual,1,2017,1248,5,9054.15,Honda,low-class
814,Maruti Swift Dzire AMT ZDI,105911,Diesel,Automatic,1,2017,1591,5,7714.1358,Maruti,low-class
815,Hyundai Verna VTVT 1.6 SX,18072,Petrol,Manual,2,2019,1197,5,11166.785,Hyundai,low-class
816,Hyundai i20 1.2 Asta,53608,Petrol,Manual,1,2018,1197,5,8438.4678,Hyundai,low-class
817,Toyota Glanza G,17790,Petrol,Manual,1,2021,1197,5,9645.6878,Toyota,low-class
818,Hyundai Grand i10 Nios Sportz,24154,Petrol,Manual,1,2020,799,5,8076.301800000001,Hyundai,low-class
819,Renault KWID RXT,24744,Petrol,Manual,1,2016,1197,5,3621.66,Renault,low-class
820,Hyundai Grand i10 Nios Magna Corp Edition,38985,Petrol,Manual,2,2020,1197,5,6977.7316,Hyundai,low-class
821,Maruti Ritz VXi,41050,Petrol,Manual,1,2014,998,5,3959.6816,Maruti,low-class
822,Maruti Alto K10 VXI,61714,Petrol,Manual,1,2017,1462,5,4442.569600000001,Maruti,low-class
823,Maruti Vitara Brezza VXI,20092,Petrol,Manual,1,2020,999,5,10551.1028,Maruti,low-class
824,Nissan Magnite XV Premium,74811,Petrol,Manual,1,2021,1462,5,8160.8072,Nissan,low-class
825,Maruti Ertiga ZXI Plus,8702,Petrol,Manual,1,2019,1199,7,11818.683799999999,Maruti,low-class
826,Honda Amaze S Petrol BSIV,34039,Petrol,Manual,1,2019,1497,5,7364.0419999999995,Honda,low-class
827,Honda City i VTEC CVT VX,98285,Petrol,Automatic,2,2016,1956,5,8088.374000000001,Honda,low-class
828,Jeep Compass 2.0 Limited,72000,Diesel,Manual,1,2018,1197,5,16297.470000000001,Jeep,low-class
829,Hyundai Grand i10 Magna,50000,Petrol,Manual,1,2020,1395,5,5794.656,Hyundai,low-class
830,Audi Q3 30 TFSI Premium FWD,120000,Petrol,Automatic,1,2018,2179,5,23601.151,Audi,low-class
831,Mahindra XUV500 W7 BSIV,76813,Diesel,Manual,1,2018,2487,7,12965.542800000001,Mahindra,low-class
832,Maruti Omni E 8 Str STD,80000,Petrol,Manual,2,2011,1950,5,1509.025,Maruti,low-class
833,Toyota Camry Hybrid 2.5,20000,Petrol,Automatic,1,2019,2393,5,49375.298,Toyota,low-class
834,Mercedes-Benz C-Class Progressive C 220d,24000,Diesel,Automatic,2,2020,1197,7,47081.58,Mercedes-Benz,low-class
835,Toyota Innova Crysta 2.4 G MT,43200,Diesel,Manual,1,2017,2143,5,22816.458,Toyota,low-class
836,Hyundai i20 Magna Plus,42000,Petrol,Manual,1,2020,1461,5,7846.93,Hyundai,low-class
837,Mercedes-Benz GLE 250d,49000,Diesel,Automatic,1,2017,2184,5,53117.68,Mercedes-Benz,low-class
838,Mahindra Verito 1.5 D4 BSIII,195000,Diesel,Manual,1,2013,1197,4,2172.996,Mahindra,low-class
839,Mahindra Thar LX 4-Str Convert Top Diesel,12200,Diesel,Manual,1,2021,1950,5,19919.13,Mahindra,low-class
840,Hyundai Aura SX,23000,Petrol,Manual,1,2021,1582,5,8329.818000000001,Hyundai,low-class
841,Mercedes-Benz E-Class Expression E 220 d BSIV,17000,Diesel,Automatic,1,2020,1582,5,70018.76,Mercedes-Benz,low-class
842,Hyundai Creta 1.6 CRDi SX,70000,Diesel,Manual,1,2015,1197,5,10201.009,Hyundai,low-class
843,Hyundai Creta 1.6 CRDi SX,75000,Diesel,Manual,2,2016,1995,5,11166.785,Hyundai,low-class
844,Maruti Swift VXI,72521,Petrol,Manual,1,2018,1493,5,7364.0419999999995,Maruti,low-class
845,BMW X3 xDrive 20d Luxury Line,19000,Diesel,Automatic,1,2021,998,5,72433.2,BMW,low-class
846,Hyundai Venue SX Diesel,37233,Diesel,Manual,1,2020,1498,5,13883.03,Hyundai,low-class
847,Maruti S-Presso VXI Plus AT 2019-2022,2682,Petrol,Automatic,1,2020,1950,5,6639.71,Maruti,low-class
848,Volkswagen Polo 1.5 TDI Trendline,115000,Diesel,Manual,1,2016,1582,5,4949.602,Volkswagen,low-class
849,Mercedes-Benz GLC Coupe 300d 4MATIC,24900,Diesel,Automatic,1,2021,1199,5,86316.23,Mercedes-Benz,low-class
850,Hyundai Verna CRDi 1.6 SX Option,74000,Diesel,Manual,1,2019,624,5,13219.059,Hyundai,low-class
851,Honda Amaze S Petrol,25102,Petrol,Manual,1,2019,1997,4,7726.2080000000005,Honda,low-class
853,Jaguar XF 2.0 Petrol Prestige,7500,Petrol,Automatic,1,2020,2494,2,56739.340000000004,Jaguar,low-class
854,Mahindra Bolero Pik Up Extra Long FB 1.3T,60000,Diesel,Manual,1,2019,1197,7,9657.76,Mahindra,low-class
855,Toyota Innova 2.5 EV (Diesel) MS 7 Seater BS IV,113000,Diesel,Manual,1,2011,4461,5,6639.71,Toyota,low-class
856,Maruti Baleno 1.2 Alpha,37800,Petrol,Manual,1,2018,1396,7,7846.93,Maruti,low-class
857,Toyota Land Cruiser VX,56000,Diesel,Automatic,1,2018,2393,5,1907.4076000000002,Toyota,low-class
858,Hyundai i20 Sportz 1.4 CRDi,100000,Diesel,Manual,2,2012,796,7,3621.66,Hyundai,low-class
859,Toyota Innova Crysta 2.4 ZX 7 STR AT,250,Diesel,Automatic,1,2022,1993,5,36820.21,Toyota,low-class
860,Maruti Alto LXi,80000,Petrol,Manual,3,2010,1197,5,1822.9022,Maruti,low-class
861,Mercedes-Benz C-Class C 220d,4000,Diesel,Automatic,1,2022,1462,5,74847.64,Mercedes-Benz,low-class
862,Maruti Baleno Alpha,3731,Petrol,Manual,1,2021,1493,6,10140.648000000001,Maruti,low-class
863,Maruti XL6 Zeta,4028,Petrol,Manual,1,2021,2925,7,13581.225,Maruti,low-class
864,Mahindra TUV 300 T6 Plus,70000,Diesel,Manual,1,2016,998,5,7846.93,Mahindra,low-class
865,Mercedes-Benz S-Class S 350 d,13000,Diesel,Automatic,2,2014,1495,5,57644.755000000005,Mercedes-Benz,low-class
866,Maruti Alto K10 VXI,65000,Petrol,Manual,1,2019,1248,5,3983.826,Maruti,low-class
867,Hyundai Accent Executive LPG,73000,Lpg,Manual,2,2010,2925,5,2052.274,Hyundai,low-class
868,Maruti Swift Dzire VDi,77200,Diesel,Manual,1,2014,1968,7,6337.905,Maruti,low-class
869,Mercedes-Benz GLS 400d 4MATIC,15000,Diesel,Automatic,2,2020,999,5,1412.4474,Mercedes-Benz,low-class
870,Audi A6 2.0 TDI,120000,Diesel,Automatic,4,2013,1497,5,17504.69,Audi,low-class
871,Renault KWID 1.0 AMT RXT,45200,Petrol,Automatic,2,2016,2993,5,3621.66,Renault,low-class
872,Honda City V AT,75200,Petrol,Automatic,1,2013,998,5,5130.685,Honda,low-class
873,BMW X5 xDrive 30d xLine,25000,Diesel,Automatic,1,2020,2179,5,100199.26000000001,BMW,low-class
874,Maruti Alto K10 2010-2014 VXI,80000,Petrol,Manual,4,2013,1197,7,2414.44,Maruti,low-class
875,Mahindra XUV500 W8 4WD,160000,Diesel,Manual,2,2013,2967,5,5432.49,Mahindra,low-class
876,Maruti Swift LXI,65150,Petrol,Manual,1,2017,1248,7,5734.295,Maruti,low-class
877,Audi Q7 45 TDI Quattro Technology,65000,Diesel,Automatic,1,2017,2179,5,55532.12,Audi,low-class
878,Maruti Swift Dzire VDI,80000,Diesel,Manual,2,2014,1582,7,5553.2119999999995,Maruti,low-class
879,Mahindra XUV500 W4,50000,Diesel,Manual,2,2017,2987,5,10864.98,Mahindra,low-class
880,Hyundai Creta 1.6 SX Automatic Diesel,108000,Diesel,Automatic,2,2015,1497,7,10261.37,Hyundai,low-class
881,Mercedes-Benz GLS 350d Grand Edition,45000,Diesel,Automatic,2,2016,2499,5,71829.59,Mercedes-Benz,low-class
882,Honda City EXi,139000,Petrol,Manual,3,2006,1995,7,1557.3138000000001,Honda,low-class
883,Chevrolet Tavera B1-7 seats BSII,120000,Diesel,Manual,2,2011,1498,5,3500.938,Chevrolet,low-class
884,BMW 5 Series 520d Luxury Line,29000,Diesel,Automatic,1,2019,1248,5,57946.56,BMW,low-class
885,Honda Amaze VX CVT Diesel BSIV,80105,Diesel,Automatic,2,2016,999,5,5432.49,Honda,low-class
886,Maruti Vitara Brezza ZDi Plus,60000,Diesel,Manual,1,2019,2143,5,10563.175000000001,Maruti,low-class
887,Renault KWID 1.0 RXT,70000,Petrol,Manual,1,2017,1197,5,3018.05,Renault,low-class
888,Mercedes-Benz GLE 250d,45000,Diesel,Automatic,1,2019,1248,5,67604.32,Mercedes-Benz,low-class
889,Hyundai Xcent 1.2 Kappa AT SX Option,110000,Petrol,Automatic,1,2014,1248,5,4527.075,Hyundai,low-class
890,Maruti Swift Dzire VDi,120000,Diesel,Manual,2,2009,2995,5,2897.328,Maruti,low-class
891,Maruti SX4 S Cross DDiS 200 Zeta,72568,Diesel,Manual,1,2017,995,5,8752.345,Maruti,low-class
892,Land Rover Range Rover 3.0 Petrol LWB Vogue BSIV,40000,Petrol,Automatic,1,2019,1199,5,2317.8624,Land,low-class
893,Chevrolet Spark 1.0 E,81000,Petrol,Manual,1,2009,1248,5,1267.5810000000001,Chevrolet,low-class
894,Chevrolet Sail Hatchback 1.2 LS,30000,Petrol,Manual,1,2017,1998,5,4406.353,Chevrolet,low-class
895,Maruti Vitara Brezza ZDi Plus,100000,Diesel,Manual,2,2019,1950,5,9657.76,Maruti,low-class
896,Volvo XC60 B5 Inscripition,7000,Petrol,Automatic,1,2022,1582,5,82694.57,Volvo,low-class
897,Mercedes-Benz E-Class Exclusive E 220d,18770,Diesel,Automatic,1,2018,1497,5,67604.32,Mercedes-Benz,low-class
898,Hyundai Verna 1.6 CRDI SX Option,85680,Diesel,Manual,1,2017,1995,5,11166.785,Hyundai,low-class
899,Honda City i VTEC V,61548,Petrol,Manual,1,2016,998,5,8752.345,Honda,low-class
900,BMW X1 sDrive 20d xLine,25000,Diesel,Automatic,1,2019,1248,5,36216.6,BMW,low-class
901,Maruti A-Star Vxi,100000,Petrol,Manual,4,2009,1197,5,1690.108,Maruti,low-class
902,Maruti Swift LDI BSIV,80000,Diesel,Manual,1,2016,2987,5,5130.685,Maruti,low-class
903,Hyundai i20 Magna,5000,Petrol,Manual,1,2021,1396,5,8450.54,Hyundai,low-class
904,Maserati Ghibli Diesel BSIV,12000,Diesel,Automatic,1,2016,2179,5,79676.52,Maserati,low-class
905,Hyundai i20 1.4 Asta,84250,Diesel,Manual,2,2017,1197,8,8329.818000000001,Hyundai,low-class
906,Mahindra Scorpio 2.6 SLX CRDe,120000,Diesel,Manual,3,2002,2143,5,2172.996,Mahindra,low-class
